form_id,название_формы_ru,категория,source_key,operation,value,полярность,время,стиль,залог,аспект_конструкция,регистр,train_default,пояснение,пример_食べる,flag_negative,flag_past,flag_future,flag_desire,flag_ability,flag_obligation,flag_invitation,flag_command,flag_prohibition,flag_conditional,flag_progressive,flag_passive,flag_causative,flag_causative_passive,flag_polite,flag_te_form,flag_volitional,flag_colloquial,flag_rare,task_flags_ru,task_flags_alt_ru,ru_prompt_strategy,ru_prompt_verb_slot,ru_prompt_template,ru_prompt_alt_template,requires_context,prompt_note_ru,chunk_template_easy,chunk_template_medium,chunk_template_hard,semantic_complexity_1_5,recommended_chunk_level,template_syntax_ru,distractor_strategy,example_iku_easy,example_iku_medium,example_iku_hard,semantic_intent,mode_b_semantic_key,grammar_id,canonical_grammar_id,grammar_label_ru,grammar_pattern,resolver_atomic_pattern,accepted_alternative_grammar_ids,alternative_requires_form_available,alternative_acceptance_note_ru,requires_explicit_grammar_hint,allow_multiple_correct_answers,mode_b_enabled
tai_ba,Форма желания 〜たい — условная 〜たければ,желание,tai_база,replace_suffix,たい→たければ,утвердительная,—,простая,действительный,〜たい,стандартная,1,,食べたければ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,если|хочу,,natural,ru_inf_pf,если хочу {ru_inf_pf},,0,,BASE|MASU_LINK+TAKEREBA,BASE|MASU_LINK|TAKEREBA,BASE|MASU_LINK|TAKEREBA,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakereba,行|ki|takereba,行|ki|takereba,desire_conditional,desire_conditional|если|хочу,tai_ba,tai_ba,"Желание, условная · 〜たければ",BASE + MASU_LINK + TAKEREBA,BASE|MASU_LINK|TAKEREBA,,0,,0,0,1
tai_tara,Форма желания 〜たい — условная 〜たかったら,желание,tai_база,replace_suffix,たい→たかったら,утвердительная,—,простая,действительный,〜たい,стандартная,1,,食べたかったら,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,если|хотел(а),,natural,ru_inf_pf,если хотел(а) {ru_inf_pf},,0,,BASE|MASU_LINK+TAKATTA+RA,BASE|MASU_LINK|TAKATTA+RA,BASE|MASU_LINK|TAKATTA|RA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakattara,行|ki|takattara,行|ki|takatta|ra,desire_conditional,desire_conditional|если|хотел(а),tai_tara,tai_tara,"Желание, условная прошедшая · 〜たかったら",BASE + MASU_LINK + TAKATTA + RA,BASE|MASU_LINK|TAKATTA|RA,,0,,0,0,1
tai_polite,Форма желания 〜たいです,желание,tai_база,append,です,утвердительная,непрошедшее,вежливая,действительный,〜たい,стандартная,1,,食べたいです,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,хочу|вежливо,,natural,ru_inf_pf,хочу {ru_inf_pf},,0,,BASE|MASU_LINK+TAI+DESU,BASE|MASU_LINK|TAI+DESU,BASE|MASU_LINK|TAI|DESU,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitaidesu,行|ki|taidesu,行|ki|tai|desu,desire,desire|хочу|вежливо,tai_polite,tai_polite,"Желание, вежливо · 〜たいです",BASE + MASU_LINK + TAI + DESU,BASE|MASU_LINK|TAI|DESU,,0,,0,0,1
tai_polite_negative,Форма желания 〜たくないです,желание,tai_база,replace_suffix,たい→たくないです,отрицательная,непрошедшее,вежливая,действительный,〜たい,стандартная,1,,食べたくないです,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,не|хочу|вежливо,,natural,ru_inf_ipf,не хочу {ru_inf_ipf},,0,,BASE|MASU_LINK+TAKUNAI+DESU,BASE|MASU_LINK|TAKUNAI+DESU,BASE|MASU_LINK|TAKUNAI|DESU,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kitakunaidesu,行|ki|takunaidesu,行|ki|takunai|desu,desire,desire|не|хочу|вежливо,tai_polite_negative,tai_polite_negative,"Желание, отрицательная вежливая · 〜たくないです",BASE + MASU_LINK + TAKUNAI + DESU,BASE|MASU_LINK|TAKUNAI|DESU,,0,,0,0,1
nakereba,Отрицательная условная 〜なければ,обязанность/условие,nakereba,identity,,отрицательная,—,простая,действительный,,стандартная,1,,食べなければ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,если|не,,natural,ru_conditional_pf_1sg,если не {ru_conditional_pf_1sg},,0,,NEGBASE|NAI_LINK+NAKEREBA,NEGBASE|NAI_LINK|NAKEREBA,NEGBASE|NAI_LINK|NAKEREBA,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakereba,行|ka|nakereba,行|ka|nakereba,conditional_negative,conditional|negative|plain,nakereba,negative_ba,Отрицательная условная · 〜なければ,NEGBASE + NAI_LINK + NAKEREBA,NEGBASE|NAI_LINK|NAKEREBA,negative_ba|negative_tara|nakya,0,В meaning-only режиме принимаются основные варианты «если не». negative_ba является алиасом того же паттерна 〜なければ.,0,1,1
nakya,Разговорное сокращение 〜なければ → 〜なきゃ,обязанность/условие,nakya,identity,,отрицательная,—,простая,действительный,,разговорная,1,,食べなきゃ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,если|не,,natural,ru_conditional_pf_1sg,если не {ru_conditional_pf_1sg},,0,В разговоре такая сокращённая форма без продолжения также часто подразумевает «надо / должен».,NEGBASE|NAI_LINK+NAKYA,NEGBASE|NAI_LINK|NAKYA,NEGBASE|NAI_LINK|NAKYA,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakya,行|ka|nakya,行|ka|nakya,conditional_negative,conditional|negative|plain,nakya,nakya,"Отрицательная условная, разговорная · 〜なきゃ",NEGBASE + NAI_LINK + NAKYA,NEGBASE|NAI_LINK|NAKYA,negative_ba|negative_tara|nakereba,0,"Принимается как разговорное сокращение 〜なければ. Если нужно проверять именно разговорный регистр, использовать Mode A.",0,1,1
nakucha,Разговорное сокращение 〜なくては → 〜なくちゃ,обязанность/условие,nakucha,identity,,отрицательная,—,простая,действительный,,разговорная,1,,食べなくちゃ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,если|не,,natural,ru_conditional_pf_1sg,если не {ru_conditional_pf_1sg},,0,В разговоре такая сокращённая форма без продолжения также часто подразумевает «надо / должен».,NEGBASE|NAI_LINK+NAKUCHA,NEGBASE|NAI_LINK|NAKUCHA,NEGBASE|NAI_LINK|NAKUCHA,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakucha,行|ka|nakucha,行|ka|nakucha,obligation_ellipsis_colloquial,obligation_ellipsis_colloquial|если|не,nakucha,nakucha,Разговорное сокращение · 〜なくちゃ,NEGBASE + NAI_LINK + NAKUCHA,NEGBASE|NAI_LINK|NAKUCHA,,0,,1,0,0
nakereba_naranai,Должен: 〜なければならない,обязанность,nakereba,append,ならない,утвердительная,непрошедшее,простая,действительный,обязанность,стандартная,1,,食べなければならない,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,нужно,,natural,ru_inf_pf,нужно {ru_inf_pf},,0,,NEGBASE|NAI_LINK+NAKEREBA+NARANAI,NEGBASE|NAI_LINK|NAKEREBA|NARANAI,NEGBASE|NAI_LINK|NAKEREBA|NARANAI,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakerebanaranai,行|ka|nakereba|naranai,行|ka|nakereba|naranai,obligation,obligation|affirmative|plain_or_colloquial,nakereba_naranai,nakereba_naranai,Обязанность · 〜なければならない,NEGBASE + NAI_LINK + NAKEREBA + NARANAI,NEGBASE|NAI_LINK|NAKEREBA|NARANAI,nakute_wa_ikenai|nai_to_ikenai|nakya_ikenai,0,Meaning-only режим принимает поддерживаемые конструкции обязанности с тем же широким смыслом «нужно / должен».,0,1,1
nakereba_narimasen,"Должен, вежливо: 〜なければなりません",обязанность,nakereba,append,なりません,утвердительная,непрошедшее,вежливая,действительный,обязанность,стандартная,1,,食べなければなりません,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,нужно|вежливо,,natural,ru_inf_pf,нужно {ru_inf_pf},,0,,NEGBASE|NAI_LINK+NAKEREBA+NARIMASEN,NEGBASE|NAI_LINK|NAKEREBA|NARIMASEN,NEGBASE|NAI_LINK|NAKEREBA|NARIMASEN,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakerebanarimasen,行|ka|nakereba|narimasen,行|ka|nakereba|narimasen,obligation,obligation|affirmative|polite,nakereba_narimasen,nakereba_narimasen,"Обязанность, вежливо · 〜なければなりません",NEGBASE + NAI_LINK + NAKEREBA + NARIMASEN,NEGBASE|NAI_LINK|NAKEREBA|NARIMASEN,,0,,0,0,1
nakya_ikenai,"Должен, разговорно: 〜なきゃいけない",обязанность,nakya,append,いけない,утвердительная,непрошедшее,простая,действительный,обязанность,разговорная,1,,食べなきゃいけない,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,нужно|разговорное,,natural,ru_inf_pf,нужно {ru_inf_pf},,0,,NEGBASE|NAI_LINK+NAKYA+IKENAI,NEGBASE|NAI_LINK|NAKYA|IKENAI,NEGBASE|NAI_LINK|NAKYA|IKENAI,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakyaikenai,行|ka|nakya|ikenai,行|ka|nakya|ikenai,obligation,obligation|affirmative|plain_or_colloquial,nakya_ikenai,nakya_ikenai,"Обязанность, разговорно · 〜なきゃいけない",NEGBASE + NAI_LINK + NAKYA + IKENAI,NEGBASE|NAI_LINK|NAKYA|IKENAI,nakereba_naranai|nakute_wa_ikenai|nai_to_ikenai,0,Meaning-only режим принимает и нейтральные варианты обязанности. Для проверки разговорного регистра использовать Mode A.,0,1,1
nakute_wa_ikenai,Должен: 〜なくてはいけない,обязанность,nai_форма,replace_suffix,ない→なくてはいけない,утвердительная,непрошедшее,простая,действительный,обязанность,стандартная,1,,食べなくてはいけない,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,нужно,,natural,ru_inf_pf,нужно {ru_inf_pf},,0,,NEGBASE|NAI_LINK+NAKUTE+WA+IKENAI,NEGBASE|NAI_LINK|NAKUTE|WA+IKENAI,NEGBASE|NAI_LINK|NAKUTE|WA|IKENAI,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanakutewaikenai,行|ka|nakute|waikenai,行|ka|nakute|wa|ikenai,obligation,obligation|affirmative|plain_or_colloquial,nakute_wa_ikenai,nakute_wa_ikenai,Обязанность · 〜なくてはいけない,NEGBASE + NAI_LINK + NAKUTE + WA + IKENAI,NEGBASE|NAI_LINK|NAKUTE|WA|IKENAI,nakereba_naranai|nai_to_ikenai|nakya_ikenai,0,Meaning-only режим принимает поддерживаемые конструкции обязанности с тем же широким смыслом «нужно / должен».,0,1,1
nai_to_ikenai,Должен: 〜ないといけない,обязанность,nai_форма,append,といけない,утвердительная,непрошедшее,простая,действительный,обязанность,стандартная,1,,食べないといけない,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,нужно,,natural,ru_inf_pf,нужно {ru_inf_pf},,0,,NEGBASE|NAI_LINK+NAI+TO+IKENAI,NEGBASE|NAI_LINK|NAI|TO+IKENAI,NEGBASE|NAI_LINK|NAI|TO|IKENAI,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|kanaitoikenai,行|ka|nai|toikenai,行|ka|nai|to|ikenai,obligation,obligation|affirmative|plain_or_colloquial,nai_to_ikenai,nai_to_ikenai,Обязанность · 〜ないといけない,NEGBASE + NAI_LINK + NAI + TO + IKENAI,NEGBASE|NAI_LINK|NAI|TO|IKENAI,nakereba_naranai|nakute_wa_ikenai|nakya_ikenai,0,Meaning-only режим принимает поддерживаемые конструкции обязанности с тем же широким смыслом «нужно / должен».,0,1,1
teiru_nonpast,Конструкция 〜ている — непрошедшая,〜ている,te_форма,append,いる,утвердительная,непрошедшее,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べている,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,сейчас,,natural,ru_present_1sg,сейчас {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IRU,BASE|TE_M|IRU,BASE|TE_H|I_AUX|RU,2,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteiru,行|tte|iru,行|tte|i|ru,progressive,progressive|сейчас,teiru_nonpast,teiru_nonpast,Конструкция 〜ている — непрошедшая,BASE + TE_H + I_AUX + RU,BASE|TE_H|I_AUX|RU,,0,,0,0,1
teiru_past,Конструкция 〜ている — прошедшая,〜ている,te_форма,append,いた,утвердительная,прошедшее,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていた,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,тогда|прошлое,,natural,ru_past_ipf_mf,тогда {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+ITA,BASE|TE_M|ITA,BASE|TE_H|I_AUX|TA,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteita,行|tte|ita,行|tte|i|ta,progressive,progressive|тогда|прошлое,teiru_past,teiru_past,Конструкция 〜ている — прошедшая,BASE + TE_H + I_AUX + TA,BASE|TE_H|I_AUX|TA,,0,,0,0,1
teiru_negative,Конструкция 〜ている — отрицательная,〜ている,te_форма,append,いない,отрицательная,непрошедшее,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていない,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,сейчас|не,,natural,ru_present_1sg,сейчас не {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+INAI,BASE|TE_M|INAI,BASE|TE_H|I_AUX|NAI,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteinai,行|tte|inai,行|tte|i|nai,progressive_negative,progressive_negative|сейчас|не,teiru_negative,teiru_negative,Конструкция 〜ている — отрицательная,BASE + TE_H + I_AUX + NAI,BASE|TE_H|I_AUX|NAI,,0,,0,0,1
teiru_negative_past,Конструкция 〜ている — отрицательная прошедшая,〜ている,te_форма,append,いなかった,отрицательная,прошедшее,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていなかった,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,тогда|не|прошлое,,natural,ru_past_ipf_mf,тогда не {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+INAKATTA,BASE|TE_M|INAKATTA,BASE|TE_H|I_AUX|NAKATTA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteinakatta,行|tte|inakatta,行|tte|i|nakatta,progressive_negative,progressive_negative|тогда|не|прошлое,teiru_negative_past,teiru_negative_past,Конструкция 〜ている — отрицательная прошедшая,BASE + TE_H + I_AUX + NAKATTA,BASE|TE_H|I_AUX|NAKATTA,,0,,0,0,1
teiru_te,Конструкция 〜ている — て-форма 〜ていて,〜ている,te_форма,append,いて,утвердительная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていて,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,сейчас|и / затем,,context,ru_present_1sg,"сейчас {ru_present_1sg}, и…",,1,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+ITE,BASE|TE_M|ITE,BASE|TE_H|I_AUX|TE,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteite,行|tte|ite,行|tte|i|te,progressive,progressive|сейчас|и / затем,teiru_te,teiru_te,Конструкция 〜ている — て-форма 〜ていて,BASE + TE_H + I_AUX + TE,BASE|TE_H|I_AUX|TE,,0,,0,0,1
teiru_negative_te,Конструкция 〜ている — отрицательная て-форма,〜ている,te_форма,append,いなくて,отрицательная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていなくて,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,сейчас|не|и / затем,,context,ru_present_1sg,"сейчас не {ru_present_1sg}, и…",,1,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+INAKUTE,BASE|TE_M|INAKUTE,BASE|TE_H|I_AUX|NAKUTE,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteinakute,行|tte|inakute,行|tte|i|nakute,progressive_negative,progressive_negative|сейчас|не|и / затем,teiru_negative_te,teiru_negative_te,Конструкция 〜ている — отрицательная て-форма,BASE + TE_H + I_AUX + NAKUTE,BASE|TE_H|I_AUX|NAKUTE,,0,,0,0,1
teiru_ba,Конструкция 〜ている — условная 〜ていれば,〜ている,te_форма,append,いれば,утвердительная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていれば,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,если|сейчас,,natural,ru_present_1sg,если сейчас {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IREBA,BASE|TE_M|IREBA,BASE|TE_H|I_AUX|RE|BA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteireba,行|tte|ireba,行|tte|i|re|ba,progressive,progressive|если|сейчас,teiru_ba,teiru_ba,Конструкция 〜ている — условная 〜ていれば,BASE + TE_H + I_AUX + RE + BA,BASE|TE_H|I_AUX|RE|BA,,0,,0,0,1
teiru_negative_ba,Конструкция 〜ている — отрицательная условная,〜ている,te_форма,append,いなければ,отрицательная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていなければ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,если|сейчас|не,,natural,ru_present_1sg,если сейчас не {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+INAKEREBA,BASE|TE_M|INAKEREBA,BASE|TE_H|I_AUX|NAKEREBA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteinakereba,行|tte|inakereba,行|tte|i|nakereba,progressive_negative,progressive_negative|если|сейчас|не,teiru_negative_ba,teiru_negative_ba,Конструкция 〜ている — отрицательная условная,BASE + TE_H + I_AUX + NAKEREBA,BASE|TE_H|I_AUX|NAKEREBA,,0,,0,0,1
teiru_tara,Конструкция 〜ている — условная 〜ていたら,〜ている,te_форма,append,いたら,утвердительная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていたら,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,если|тогда,,natural,ru_past_ipf_mf,если тогда {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+ITARA,BASE|TE_M|ITARA,BASE|TE_H|I_AUX|TA|RA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteitara,行|tte|itara,行|tte|i|ta|ra,progressive,progressive|если|тогда,teiru_tara,teiru_tara,Конструкция 〜ている — условная 〜ていたら,BASE + TE_H + I_AUX + TA + RA,BASE|TE_H|I_AUX|TA|RA,,0,,0,0,1
teiru_negative_tara,Конструкция 〜ている — отрицательная условная,〜ている,te_форма,append,いなかったら,отрицательная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていなかったら,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,если|тогда|не,,natural,ru_past_ipf_mf,если тогда не {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+INAKATTA+RA,BASE|TE_M|INAKATTA+RA,BASE|TE_H|I_AUX|NAKATTA|RA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteinakattara,行|tte|inakattara,行|tte|i|nakatta|ra,progressive_negative,progressive_negative|если|тогда|не,teiru_negative_tara,teiru_negative_tara,Конструкция 〜ている — отрицательная условная,BASE + TE_H + I_AUX + NAKATTA + RA,BASE|TE_H|I_AUX|NAKATTA|RA,,0,,0,0,1
teiru_masu,Конструкция 〜ている — вежливая 〜ています,〜ている,te_форма,append,います,утвердительная,непрошедшее,вежливая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べています,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,сейчас|вежливо,,natural,ru_present_1sg,сейчас {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IMASU,BASE|TE_M|IMASU,BASE|TE_H|I_AUX|MASU,3,medium,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteimasu,行|tte|imasu,行|tte|i|masu,progressive,progressive|сейчас|вежливо,teiru_masu,teiru_masu,Конструкция 〜ている — вежливая 〜ています,BASE + TE_H + I_AUX + MASU,BASE|TE_H|I_AUX|MASU,,0,,0,0,1
teiru_masu_past,Конструкция 〜ている — вежливая прошедшая,〜ている,te_форма,append,いました,утвердительная,прошедшее,вежливая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていました,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,тогда|прошлое|вежливо,,natural,ru_past_ipf_mf,тогда {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IMASHITA,BASE|TE_M|IMASHITA,BASE|TE_H|I_AUX|MASHITA,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteimashita,行|tte|imashita,行|tte|i|mashita,progressive,progressive|тогда|прошлое|вежливо,teiru_masu_past,teiru_masu_past,Конструкция 〜ている — вежливая прошедшая,BASE + TE_H + I_AUX + MASHITA,BASE|TE_H|I_AUX|MASHITA,,0,,0,0,1
teiru_masu_negative,Конструкция 〜ている — вежливая отрицательная,〜ている,te_форма,append,いません,отрицательная,непрошедшее,вежливая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていません,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,сейчас|не|вежливо,,natural,ru_present_1sg,сейчас не {ru_present_1sg},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IMASEN,BASE|TE_M|IMASEN,BASE|TE_H|I_AUX|MASEN,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteimasen,行|tte|imasen,行|tte|i|masen,progressive_negative,progressive_negative|сейчас|не|вежливо,teiru_masu_negative,teiru_masu_negative,Конструкция 〜ている — вежливая отрицательная,BASE + TE_H + I_AUX + MASEN,BASE|TE_H|I_AUX|MASEN,,0,,0,0,1
teiru_masu_negative_past,Конструкция 〜ている — вежливая отрицательная прошедшая,〜ている,te_форма,append,いませんでした,отрицательная,прошедшее,вежливая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていませんでした,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,тогда|не|прошлое|вежливо,,natural,ru_past_ipf_mf,тогда не {ru_past_ipf_mf},,0,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IMASEN+DESHITA,BASE|TE_M|IMASEN+DESHITA,BASE|TE_H|I_AUX|MASEN|DESHITA,5,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteimasendeshita,行|tte|imasendeshita,行|tte|i|masen|deshita,progressive_negative,progressive_negative|тогда|не|прошлое|вежливо,teiru_masu_negative_past,teiru_masu_negative_past,Конструкция 〜ている — вежливая отрицательная прошедшая,BASE + TE_H + I_AUX + MASEN + DESHITA,BASE|TE_H|I_AUX|MASEN|DESHITA,,0,,0,0,1
teiru_volitional,Конструкция 〜ている — волевая 〜ていよう,〜ている,te_форма,append,いよう,утвердительная,—,простая,действительный,длительность / процесс / результативное состояние,стандартная,1,,食べていよう,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,буду|продолжать,,context,ru_inf_ipf,буду продолжать {ru_inf_ipf},,1,"〜ている может обозначать процесс, повторяемость или результативное состояние; русский дубль зависит от конкретного глагола.",BASE|TE_M+IYOU,BASE|TE_M|IYOU,BASE|TE_H|I_AUX|YOU,4,hard,"| = новая карточка; + = объединить в одну карточку; ∅ = меняется чтение, но японский символ не добавляется",dynamic_stem_same_verb + universal_same_family,行|tteiyou,行|tte|iyou,行|tte|i|you,progressive,progressive|буду|продолжать,teiru_volitional,teiru_volitional,Конструкция 〜ている — волевая 〜ていよう,BASE + TE_H + I_AUX + YOU,BASE|TE_H|I_AUX|YOU,,0,,0,0,1
